14544,151.5,1
14592,152,3
14640,152.5,3
14736,153.5,3
14784,154,3
14784,154,2
14832,154.5,2
14976,156,2
15024,156.5,2
15024,156.5,0
15072,157,0
15120,157.5,1
15168,158,1
15360,160,0
15408,160.5,0
15552,162,1
15600,162.5,1
15744,164,2
15792,164.5,2
15840,165,3
15888,165.5,3
15936,166,2
15984,166.5,2
16032,167,0
16080,167.5,0
16128,168,0
16176,168.5,0
16176,168.5,1
16224,169,1
16416,171,1
16464,171.5,1
16512,172,3
16560,172.5,3
16704,174,3
16752,174.5,3
16800,175,2
16848,175.5,2
16896,176,2
16944,176.5,2
16944,176.5,0
16992,177,0
17184,179,1
17232,179.5,1
17280,180,0
17328,180.5,0
17472,182,1
17520,182.5,1
17568,183,2
17616,183.5,2
17664,184,3
17712,184.5,3
17808,185.5,2
17856,186,2
17856,186,0
17904,186.5,0
18048,188,0
18096,188.5,0
18096,188.5,1
18144,189,1
18192,189.5,1
18240,190,1
18432,192,3
18480,192.5,3
18624,194,3
18672,194.5,3
18816,196,2
18864,196.5,2
18912,197,2
18960,197.5,2
19008,198,0
19056,198.5,0
19104,199,1
19152,199.5,1
19200,200,0
19248,200.5,0
19248,200.5,1
19296,201,1
19488,203,2
19536,203.5,2
19584,204,3
19632,204.5,3
19776,206,2
19824,206.5,2
19872,207,0
19920,207.5,0
19968,208,0
20016,208.5,0
20016,208.5,1
20064,209,1
20256,211,1
20304,211.5,1
20352,212,3
20400,212.5,3
20544,214,3
20592,214.5,3
20640,215,2
20688,215.5,2
20736,216,2
20784,216.5,2
20880,217.5,0
20928,218,0
20928,218,1
20976,218.5,1
21120,220,0
21168,220.5,0
21168,220.5,1
21216,221,1
21264,221.5,2
21312,222,2
21504,224,3
21552,224.5,3
21696,226,2
21744,226.5,2
21888,228,0
21936,228.5,0
21984,229,0
22032,229.5,0
22080,230,1
22128,230.5,1
22176,231,1
22224,231.5,1
22272,232,3
22320,232.5,3
22320,232.5,3
22368,233,3
22560,235,2
22608,235.5,2
22656,236,2
22704,236.5,2
22848,238,0
22896,238.5,0
22944,239,1
22992,239.5,1
23040,240,0
23088,240.5,0
23088,240.5,1
23136,241,1
23328,243,2
23376,243.5,2
23424,244,3
23472,244.5,3
23616,246,2
23664,246.5,2
23712,247,0
23760,247.5,0
23808,248,0
23856,248.5,0
23952,249.5,1
24000,250,1
24000,250,1
24048,250.5,1
24192,252,3
24240,252.5,3
24240,252.5,3
24288,253,3
24336,253.5,2
24384,254,2
24576,256,2
24624,256.5,2
24768,258,0
24816,258.5,0
24960,260,1
25008,260.5,1
25056,261,0
25104,261.5,0
25152,262,1
25200,262.5,1
25248,263,2
25296,263.5,2
25344,264,3
25392,264.5,3
25392,264.5,2
25440,265,2
25632,267,0
25680,267.5,0
25728,268,0
25776,268.5,0
25920,270,1
25968,270.5,1
26016,271,1
26064,271.5,1
26112,272,3
26160,272.5,3
26160,272.5,3
26208,273,3
26400,275,2
26448,275.5,2
26496,276,2
26544,276.5,2
26688,278,0
26736,278.5,0
26784,279,1
26832,279.5,1
26880,280,0
26928,280.5,0
27024,281.5,1
27072,282,1
27072,282,2
27120,282.5,2
27264,284,3
27312,284.5,3
27312,284.5,2
27360,285,2
27408,285.5,0
27456,286,0
27648,288,0
27696,288.5,0
27840,290,1
27888,290.5,1
28032,292,1
28080,292.5,1
28128,293,3
28176,293.5,3
28224,294,3
28272,294.5,3
28320,295,2
28368,295.5,2
28416,296,2
28464,296.5,2
28464,296.5,0
28512,297,0
28704,299,1
28752,299.5,1
28800,300,0
28848,300.5,0
28992,302,1
29040,302.5,1
29088,303,2
29136,303.5,2
29184,304,3
29232,304.5,3
29232,304.5,2
29280,305,2
29472,307,0
29520,307.5,0
29568,308,0
29616,308.5,0
29760,310,1
29808,310.5,1
29856,311,1
29904,311.5,1
29952,312,3
30000,312.5,3
30096,313.5,3
30144,314,3
30144,314,2
30192,314.5,2
30336,316,2
30384,316.5,2
30384,316.5,0
30432,317,0
30480,317.5,1
30528,318,1
30720,320,0
30768,320.5,0
30912,322,1
30960,322.5,1
31104,324,2
31152,324.5,2
31200,325,3
31248,325.5,3
31296,326,2
31344,326.5,2
31392,327,0
31440,327.5,0
31488,328,0
31536,328.5,0
31536,328.5,1
31584,329,1
31776,331,1
31824,331.5,1
31872,332,3
31920,332.5,3
32064,334,3
32112,334.5,3
32160,335,2
32208,335.5,2
32256,336,2
32304,336.5,2
32304,336.5,0
32352,337,0
32544,339,1
32592,339.5,1
32640,340,0
32688,340.5,0
32832,342,1
32880,342.5,1
32928,343,2
32976,343.5,2
33024,344,3
33072,344.5,3
33168,345.5,2
33216,346,2
33216,346,0
33264,346.5,0
33408,348,0
33456,348.5,0
33456,348.5,1
33504,349,1
33552,349.5,1
33600,350,1
33792,352,3
33840,352.5,3
33984,354,3
34032,354.5,3
34176,356,2
34224,356.5,2
34272,357,2
34320,357.5,2
34368,358,0
34416,358.5,0
34464,359,1
34512,359.5,1
34560,360,0
34608,360.5,0
34608,360.5,1
34656,361,1
34848,363,2
34896,363.5,2
34944,364,3
34992,364.5,3
35136,366,2
35184,366.5,2
35232,367,0
35280,367.5,0
35328,368,0
35376,368.5,0
35376,368.5,1
35424,369,1
35616,371,1
35664,371.5,1
35712,372,3
35760,372.5,3
35904,374,3
35952,374.5,3
36000,375,2
36048,375.5,2
36096,376,2
36144,376.5,2
36240,377.5,0
36288,378,0
36288,378,1
36336,378.5,1
36480,380,0
36528,380.5,0
36528,380.5,1
36576,381,1
36624,381.5,2
36672,382,2
36864,384,3
36912,384.5,3
37056,386,2
37104,386.5,2
37248,388,0
37296,388.5,0
37344,389,0
37392,389.5,0
37440,390,1
37488,390.5,1
37536,391,1
37584,391.5,1
37632,392,3
37680,392.5,3
37680,392.5,3
37728,393,3
37920,395,2
37968,395.5,2
38016,396,2
38064,396.5,2
38208,398,0
38256,398.5,0
38304,399,1
38352,399.5,1
38400,400,0
38448,400.5,0
38448,400.5,1
38496,401,1
38688,403,2
38736,403.5,2
38784,404,3
38832,404.5,3
38976,406,2
39024,406.5,2
39072,407,0
39120,407.5,0
39168,408,0
39216,408.5,0
39312,409.5,1
39360,410,1
39360,410,1
39408,410.5,1
39552,412,3
39600,412.5,3
39600,412.5,3
39648,413,3
39696,413.5,2
39744,414,2
39936,416,2
39984,416.5,2
40128,418,3
40176,418.5,3
40320,420,3
40368,420.5,3
40416,421,0
40464,421.5,0
40512,422,1
40560,422.5,1
40608,423,1
40656,423.5,2
40656,423.5,2
